scene,bmp_type,scan_mode,block_size,block_row,block_col,values_count,payload_size_bytes,block_compression_performance_percent
external_camera_512,palette_8bit,zigzag_64,64,0,4,4096,5134,-25.34
external_camera_512,palette_8bit,row_major,64,0,5,4096,4858,-18.6
external_camera_512,palette_8bit,col_major,64,0,5,4096,4981,-21.61
external_camera_512,palette_8bit,zigzag_64,64,0,5,4096,5061,-23.56
external_camera_512,palette_8bit,row_major,64,0,6,4096,4800,-17.19
external_camera_512,palette_8bit,col_major,64,0,6,4096,4951,-20.87
external_camera_512,palette_8bit,zigzag_64,64,0,6,4096,5021,-22.58
external_camera_512,palette_8bit,row_major,64,0,7,4096,4912,-19.92
external_camera_512,palette_8bit,col_major,64,0,7,4096,5099,-24.49
external_camera_512,palette_8bit,zigzag_64,64,0,7,4096,5043,-23.12
external_camera_512,palette_8bit,row_major,64,1,0,4096,4710,-14.99
external_camera_512,palette_8bit,col_major,64,1,0,4096,4869,-18.87
external_camera_512,palette_8bit,zigzag_64,64,1,0,4096,4853,-18.48
external_camera_512,palette_8bit,row_major,64,1,1,4096,4696,-14.65
external_camera_512,palette_8bit,col_major,64,1,1,4096,4836,-18.07
external_camera_512,palette_8bit,zigzag_64,64,1,1,4096,4859,-18.63
external_camera_512,palette_8bit,row_major,64,1,2,4096,4615,-12.67
external_camera_512,palette_8bit,col_major,64,1,2,4096,4673,-14.09
external_camera_512,palette_8bit,zigzag_64,64,1,2,4096,4652,-13.57
external_camera_512,palette_8bit,row_major,64,1,3,4096,4277,-4.42
external_camera_512,palette_8bit,col_major,64,1,3,4096,4236,-3.42
external_camera_512,palette_8bit,zigzag_64,64,1,3,4096,4219,-3.0
external_camera_512,palette_8bit,row_major,64,1,4,4096,4795,-17.07
external_camera_512,palette_8bit,col_major,64,1,4,4096,4840,-18.16
external_camera_512,palette_8bit,zigzag_64,64,1,4,4096,4929,-20.34
external_camera_512,palette_8bit,row_major,64,1,5,4096,4930,-20.36
external_camera_512,palette_8bit,col_major,64,1,5,4096,5025,-22.68
external_camera_512,palette_8bit,zigzag_64,64,1,5,4096,5019,-22.53
external_camera_512,palette_8bit,row_major,64,1,6,4096,4993,-21.9
external_camera_512,palette_8bit,col_major,64,1,6,4096,4940,-20.61
external_camera_512,palette_8bit,zigzag_64,64,1,6,4096,5013,-22.39
external_camera_512,palette_8bit,row_major,64,1,7,4096,4819,-17.65
external_camera_512,palette_8bit,col_major,64,1,7,4096,4969,-21.31
external_camera_512,palette_8bit,zigzag_64,64,1,7,4096,4980,-21.58
external_camera_512,palette_8bit,row_major,64,2,0,4096,4727,-15.41
external_camera_512,palette_8bit,col_major,64,2,0,4096,4887,-19.31
external_camera_512,palette_8bit,zigzag_64,64,2,0,4096,4835,-18.04
external_camera_512,palette_8bit,row_major,64,2,1,4096,4668,-13.96
external_camera_512,palette_8bit,col_major,64,2,1,4096,4703,-14.82
external_camera_512,palette_8bit,zigzag_64,64,2,1,4096,4619,-12.77
external_camera_512,palette_8bit,row_major,64,2,2,4096,4438,-8.35
external_camera_512,palette_8bit,col_major,64,2,2,4096,4522,-10.4
external_camera_512,palette_8bit,zigzag_64,64,2,2,4096,4322,-5.52
external_camera_512,palette_8bit,row_major,64,2,3,4096,4294,-4.83
external_camera_512,palette_8bit,col_major,64,2,3,4096,4204,-2.64
external_camera_512,palette_8bit,zigzag_64,64,2,3,4096,4191,-2.32
external_camera_512,palette_8bit,row_major,64,2,4,4096,4439,-8.37
external_camera_512,palette_8bit,col_major,64,2,4,4096,4356,-6.35
external_camera_512,palette_8bit,zigzag_64,64,2,4,4096,4330,-5.71
external_camera_512,palette_8bit,row_major,64,2,5,4096,4739,-15.7
external_camera_512,palette_8bit,col_major,64,2,5,4096,4733,-15.55
external_camera_512,palette_8bit,zigzag_64,64,2,5,4096,4735,-15.6
external_camera_512,palette_8bit,row_major,64,2,6,4096,4824,-17.77
external_camera_512,palette_8bit,col_major,64,2,6,4096,4747,-15.89
external_camera_512,palette_8bit,zigzag_64,64,2,6,4096,4807,-17.36
external_camera_512,palette_8bit,row_major,64,2,7,4096,4770,-16.46
external_camera_512,palette_8bit,col_major,64,2,7,4096,4795,-17.07
external_camera_512,palette_8bit,zigzag_64,64,2,7,4096,4878,-19.09
external_camera_512,palette_8bit,row_major,64,3,0,4096,4441,-8.42
external_camera_512,palette_8bit,col_major,64,3,0,4096,4466,-9.03
external_camera_512,palette_8bit,zigzag_64,64,3,0,4096,4320,-5.47
external_camera_512,palette_8bit,row_major,64,3,1,4096,4579,-11.79
external_camera_512,palette_8bit,col_major,64,3,1,4096,4579,-11.79
external_camera_512,palette_8bit,zigzag_64,64,3,1,4096,4391,-7.2
external_camera_512,palette_8bit,row_major,64,3,2,4096,4498,-9.81
external_camera_512,palette_8bit,col_major,64,3,2,4096,4493,-9.69
external_camera_512,palette_8bit,zigzag_64,64,3,2,4096,4392,-7.23
external_camera_512,palette_8bit,row_major,64,3,3,4096,4504,-9.96
external_camera_512,palette_8bit,col_major,64,3,3,4096,4403,-7.5
external_camera_512,palette_8bit,zigzag_64,64,3,3,4096,4425,-8.03
external_camera_512,palette_8bit,row_major,64,3,4,4096,4471,-9.16
external_camera_512,palette_8bit,col_major,64,3,4,4096,4520,-10.35
external_camera_512,palette_8bit,zigzag_64,64,3,4,4096,4451,-8.67
external_camera_512,palette_8bit,row_major,64,3,5,4096,4321,-5.49
external_camera_512,palette_8bit,col_major,64,3,5,4096,4212,-2.83
external_camera_512,palette_8bit,zigzag_64,64,3,5,4096,4206,-2.69
external_camera_512,palette_8bit,row_major,64,3,6,4096,4282,-4.54
external_camera_512,palette_8bit,col_major,64,3,6,4096,4168,-1.76
external_camera_512,palette_8bit,zigzag_64,64,3,6,4096,4147,-1.25
external_camera_512,palette_8bit,row_major,64,3,7,4096,4410,-7.67
external_camera_512,palette_8bit,col_major,64,3,7,4096,4234,-3.37
external_camera_512,palette_8bit,zigzag_64,64,3,7,4096,4179,-2.03
external_camera_512,palette_8bit,row_major,64,4,0,4096,4854,-18.51
external_camera_512,palette_8bit,col_major,64,4,0,4096,4778,-16.65
external_camera_512,palette_8bit,zigzag_64,64,4,0,4096,4779,-16.67
external_camera_512,palette_8bit,row_major,64,4,1,4096,4567,-11.5
external_camera_512,palette_8bit,col_major,64,4,1,4096,4653,-13.6
external_camera_512,palette_8bit,zigzag_64,64,4,1,4096,4534,-10.69
external_camera_512,palette_8bit,row_major,64,4,2,4096,4680,-14.26
external_camera_512,palette_8bit,col_major,64,4,2,4096,4727,-15.41
external_camera_512,palette_8bit,zigzag_64,64,4,2,4096,4574,-11.67
external_camera_512,palette_8bit,row_major,64,4,3,4096,4580,-11.82
external_camera_512,palette_8bit,col_major,64,4,3,4096,4614,-12.65
external_camera_512,palette_8bit,zigzag_64,64,4,3,4096,4464,-8.98
external_camera_512,palette_8bit,row_major,64,4,4,4096,4439,-8.37
external_camera_512,palette_8bit,col_major,64,4,4,4096,4547,-11.01
external_camera_512,palette_8bit,zigzag_64,64,4,4,4096,4379,-6.91
external_camera_512,palette_8bit,row_major,64,4,5,4096,4197,-2.47
external_camera_512,palette_8bit,col_major,64,4,5,4096,4175,-1.93
external_camera_512,palette_8bit,zigzag_64,64,4,5,4096,4149,-1.29
external_camera_512,palette_8bit,row_major,64,4,6,4096,4177,-1.98
external_camera_512,palette_8bit,col_major,64,4,6,4096,4174,-1.9
external_camera_512,palette_8bit,zigzag_64,64,4,6,4096,4164,-1.66
external_camera_512,palette_8bit,row_major,64,4,7,4096,4211,-2.81
external_camera_512,palette_8bit,col_major,64,4,7,4096,4166,-1.71
external_camera_512,palette_8bit,zigzag_64,64,4,7,4096,4154,-1.42
external_camera_512,palette_8bit,row_major,64,5,0,4096,4881,-19.17
external_camera_512,palette_8bit,col_major,64,5,0,4096,4818,-17.63
external_camera_512,palette_8bit,zigzag_64,64,5,0,4096,4828,-17.87
external_camera_512,palette_8bit,row_major,64,5,1,4096,4825,-17.8
external_camera_512,palette_8bit,col_major,64,5,1,4096,4790,-16.94
external_camera_512,palette_8bit,zigzag_64,64,5,1,4096,4743,-15.8
external_camera_512,palette_8bit,row_major,64,5,2,4096,4534,-10.69
external_camera_512,palette_8bit,col_major,64,5,2,4096,4481,-9.4
external_camera_512,palette_8bit,zigzag_64,64,5,2,4096,4458,-8.84
external_camera_512,palette_8bit,row_major,64,5,3,4096,4138,-1.03
external_camera_512,palette_8bit,col_major,64,5,3,4096,4123,-0.66
external_camera_512,palette_8bit,zigzag_64,64,5,3,4096,4107,-0.27
external_camera_512,palette_8bit,row_major,64,5,4,4096,4120,-0.59
external_camera_512,palette_8bit,col_major,64,5,4,4096,4237,-3.44
external_camera_512,palette_8bit,zigzag_64,64,5,4,4096,4129,-0.81
external_camera_512,palette_8bit,row_major,64,5,5,4096,4099,-0.07
external_camera_512,palette_8bit,col_major,64,5,5,4096,4111,-0.37
external_camera_512,palette_8bit,zigzag_64,64,5,5,4096,4107,-0.27
external_camera_512,palette_8bit,row_major,64,5,6,4096,4113,-0.42
external_camera_512,palette_8bit,col_major,64,5,6,4096,4117,-0.51
external_camera_512,palette_8bit,zigzag_64,64,5,6,4096,4103,-0.17
external_camera_512,palette_8bit,row_major,64,5,7,4096,4123,-0.66
external_camera_512,palette_8bit,col_major,64,5,7,4096,4115,-0.46
external_camera_512,palette_8bit,zigzag_64,64,5,7,4096,4114,-0.44
external_camera_512,palette_8bit,row_major,64,6,0,4096,4864,-18.75
external_camera_512,palette_8bit,col_major,64,6,0,4096,4879,-19.12
external_camera_512,palette_8bit,zigzag_64,64,6,0,4096,4754,-16.06
external_camera_512,palette_8bit,row_major,64,6,1,4096,4627,-12.96
external_camera_512,palette_8bit,col_major,64,6,1,4096,4688,-14.45
external_camera_512,palette_8bit,zigzag_64,64,6,1,4096,4655,-13.65
external_camera_512,palette_8bit,row_major,64,6,2,4096,4225,-3.15
external_camera_512,palette_8bit,col_major,64,6,2,4096,4322,-5.52
external_camera_512,palette_8bit,zigzag_64,64,6,2,4096,4223,-3.1
external_camera_512,palette_8bit,row_major,64,6,3,4096,4111,-0.37
external_camera_512,palette_8bit,col_major,64,6,3,4096,4107,-0.27
external_camera_512,palette_8bit,zigzag_64,64,6,3,4096,4111,-0.37
external_camera_512,palette_8bit,row_major,64,6,4,4096,4099,-0.07
external_camera_512,palette_8bit,col_major,64,6,4,4096,4296,-4.88
external_camera_512,palette_8bit,zigzag_64,64,6,4,4096,4107,-0.27
external_camera_512,palette_8bit,row_major,64,6,5,4096,4107,-0.27
external_camera_512,palette_8bit,col_major,64,6,5,4096,4111,-0.37
external_camera_512,palette_8bit,zigzag_64,64,6,5,4096,4103,-0.17
external_camera_512,palette_8bit,row_major,64,6,6,4096,4111,-0.37
external_camera_512,palette_8bit,col_major,64,6,6,4096,4099,-0.07
external_camera_512,palette_8bit,zigzag_64,64,6,6,4096,4103,-0.17
external_camera_512,palette_8bit,row_major,64,6,7,4096,4103,-0.17
external_camera_512,palette_8bit,col_major,64,6,7,4096,4111,-0.37
external_camera_512,palette_8bit,zigzag_64,64,6,7,4096,4099,-0.07
external_camera_512,palette_8bit,row_major,64,7,0,4096,4850,-18.41
external_camera_512,palette_8bit,col_major,64,7,0,4096,4902,-19.68
external_camera_512,palette_8bit,zigzag_64,64,7,0,4096,4777,-16.63
external_camera_512,palette_8bit,row_major,64,7,1,4096,4564,-11.43
external_camera_512,palette_8bit,col_major,64,7,1,4096,4655,-13.65
external_camera_512,palette_8bit,zigzag_64,64,7,1,4096,4493,-9.69
external_camera_512,palette_8bit,row_major,64,7,2,4096,4243,-3.59
external_camera_512,palette_8bit,col_major,64,7,2,4096,4288,-4.69
external_camera_512,palette_8bit,zigzag_64,64,7,2,4096,4233,-3.34
external_camera_512,palette_8bit,row_major,64,7,3,4096,4131,-0.85
external_camera_512,palette_8bit,col_major,64,7,3,4096,4147,-1.25
external_camera_512,palette_8bit,zigzag_64,64,7,3,4096,4131,-0.85
external_camera_512,palette_8bit,row_major,64,7,4,4096,4134,-0.93
external_camera_512,palette_8bit,col_major,64,7,4,4096,4170,-1.81
external_camera_512,palette_8bit,zigzag_64,64,7,4,4096,4111,-0.37
external_camera_512,palette_8bit,row_major,64,7,5,4096,4138,-1.03
external_camera_512,palette_8bit,col_major,64,7,5,4096,4103,-0.17
external_camera_512,palette_8bit,zigzag_64,64,7,5,4096,4107,-0.27
external_camera_512,palette_8bit,row_major,64,7,6,4096,4103,-0.17
external_camera_512,palette_8bit,col_major,64,7,6,4096,4111,-0.37
external_camera_512,palette_8bit,zigzag_64,64,7,6,4096,4107,-0.27
external_camera_512,palette_8bit,row_major,64,7,7,4096,4103,-0.17
external_camera_512,palette_8bit,col_major,64,7,7,4096,4099,-0.07
external_camera_512,palette_8bit,zigzag_64,64,7,7,4096,4103,-0.17
